Number,CLDR,Emoji,Name,Dict - Meaning,Dict - Where Does It Come From?,Dict - Who Uses It?,Image,Url
61,cheese-emoji,🧀, Cheese emoji,"The Cheese emoji 🧀 depicts a wedge of cheese. It is commonly used to represent cheese, mice and rats, money, and the state of Wisconsin and its football team, the Green Bay Packers. On January 20, the Cheese emoji 🧀 is used with the hashtag #CheeseLoversDay to commemorate Cheese Lovers Day, and it is used on June 4 to celebrate National Cheese Day with the hashtag #NationalCheeseDay.","The Cheese emoji 🧀, also popularly called Cheese Wedge emoji, was approved under Unicode 8.0 in 2015. On most major platforms, the emoji resembles a triangular wedge of yellow cheese with holes. On most platforms, the cheese wedge is pointed toward the left. The WhatsApp version is pointed to the right, and the Apple version has the cheese wedge lying on its side slanted toward the left. The Microsoft version has a bold black outline. Cheese is an incredibly popular food that is an ingredient in a large number of recipes. Unsurprisingly, the Cheese emoji 🧀 is used alongside other food emoji such as the Slice of Pizza emoji 🍕 and the Hamburger emoji 🍔. Because mice and rats are commonly depicted as cheese lovers, the Cheese emoji 🧀 is also often used alongside the Mouse emoji 🐁, the Rat emoji 🐀, and the Mouse Face emoji 🐭.","The Cheese emoji 🧀 is used to refer to actual cheese. Somedays are just better with a Grilled Cheese Sandwich 🍞🧀 — Five Guys (@FiveGuys) February 24, 2021  I want a cheeseburger with extra cheese 🧀 ☹️ 🥵 — ❤️ (@kayla_rose566) September 13, 2019  In a related sense, the Cheese emoji 🧀 is used to refer to Wisconsin and the Green Bay Packers football team. Wisconsin is a major cheese producer and Packer fans are affectionately known as “cheeseheads.” You know you're from Wisconsin when you have string cheese, sliced cheese, cottage cheese, cheese curds and block of cheese all in your fridge 😂🧀 — Summer🔆 (@SummerCee) February 24, 2021  The Cheese emoji 🧀 is sometimes used to represent money or cash, as “cheddar” is a slang term for money. The emoji can be used for other cheese-related slang and idioms. A little cheddar goes a long way. 💵🧀 — Chester Cheetah (@ChesterCheetah) July 18, 2018 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f9c0.svg,https://www.dictionary.com/e/emoji/cheese-emoji/
62,tennis-racquet-and-ball-emoji,🎾, Tennis Racquet and Ball emoji,"The Tennis Racquet and Ball emoji 🎾 depicts a tennis racquet (also spelled racket) and tennis ball. It is commonly used to represent the sport of tennis and is also used more generally to refer to sports and athletics. The Tennis Racquet and Ball emoji 🎾 sees increased usage during major tennis tournaments such as the French Open (which started May 17, 2021), Australian Open, and Wimbledon.","The Tennis Racquet and Ball emoji 🎾, also popularly called Tennis emoji or Tennis Ball emoji, was approved under Unicode 6.0 in 2010. On most major platforms, the emoji depicts a tennis racquet leaning toward the right with a green tennis ball located next to the upper-left of the racquet. The racquet is purple on Google and Microsoft, orange on Samsung, and blue on Facebook. The Apple, WhatsApp, and Twitter versions of the emoji only depict a green tennis ball. The Tennis Racquet and Ball emoji 🎾 sees more usage during the summer months when the weather is nice enough in most places to play tennis in outdoor courts. Tennis is a fairly popular sport, so the Tennis Racquet and Ball emoji 🎾 is commonly used. It is also often used to refer to specific, popular tennis players such as the Williams sisters and Roger Federer. The word racquet is a variant of racket. Racket is predominantly used in the US and recognized by tennis organizations.","The Tennis Racquet and Ball emoji 🎾 is commonly used to refer to the sport of tennis. Today I will play tennis for the first time in 20 years? What could go wrong 🎾 — sarah mcc (@unsarah) April 25, 2021  Friday night under the lights on a tennis court, what more would you want?? 😍🎾 — kaitlinhunt (@KaitHunt14) April 23, 2021  Match point saved! A gutsy hold from Djokovic 🎾 Karatsev to serve at 5-4 in the final set. #SerbiaOpen2021 — ATP Tour (@atptour) April 24, 2021  More generally, the Tennis Racquet and Ball emoji 🎾 is used to refer to sports or outdoor activities. Packed sports schedule today and this whole week 🏐🎾⛳️🏸⚾️🥎⚽️🏊🏽‍♀️🐾 play hard Panthers! — SRHS Athletics (@athletics_srhs) April 21, 2021  From tonight, you should ONLY leave your home for: 🍏 shopping for basic necessities 🎾 exercise once a day 💊 medical needs (to provide care or help a vulnerable person) 🚙 travelling to and from work (but ONLY for essential jobs)#StayHomeSaveLives — Andrea Leadsom MP (@andrealeadsom) March 23, 2020 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f3be.svg,https://www.dictionary.com/e/emoji/tennis-racquet-and-ball-emoji/
63,chequered-flag-emoji,🏁, Chequered Flag emoji,"The Chequered Flag emoji 🏁 depicts a flag with a black-and-white checkerboard pattern. It is commonly used to represent vehicle racing, races in general, challenges, or accomplishments. The Chequered Flag emoji 🏁 is used more often during major NASCAR or Formula One races, such as the annual Daytona 500 race held in Florida. Note: British English uses the spelling chequered. US English uses the spelling checkered. The official Unicode name for the emoji uses the chequered spelling.","The Chequered Flag emoji 🏁, also popularly called Checkered Flag emoji or Racing Flag emoji, was approved under Unicode 6.0 in 2010. On most major platforms, the emoji depicts a flag with a black-and-white checkerboard pattern attached to a grey flag pole. The Facebook version of the emoji lacks a flag pole. The exact size and pattern of the flag varies by platform. The Google, Samsung, and WhatsApp versions of the emoji have the flag pole slanted toward the left. Checkered flags (or chequered if you follow British spelling) in racing date back to the 1906 American Automobile Association’s Glidden Tour, when the flag was used to signal to drivers the checkpoints they needed to stop at. The particular flag depicted in the the Chequered Flag emoji 🏁 is also traditionally used by a racing official to signal the end or the finish line of a motor car race. For this reason, the Chequered Flag emoji 🏁 is often used with the Racing Car emoji 🏎️ to talk about major races or popular motor car racing organizations, such as NASCAR or Formula One auto racing. More generally, the Chequered Flag emoji 🏁 is used to refer to any kind of race. The Chequered Flag emoji 🏁 is also used metaphorically to compare tough challenges or trials to long races or marathons. So, a person may use the Chequered Flag emoji 🏁 to mean they finished a hard task or are “looking toward to the finish line” if they are still in the middle of a challenging journey.","The Chequered Flag emoji 🏁 is often used to refer to motor car racing. A morning walk, a little Formula 1 racing, and some Nascar later in the day.  🚶‍♀️🏁 — Mary Lou Briggs (@totalsilliness) May 9, 2021  My brother put his heart and soul into my dads #8 that paced the field at Darlington today. He has been excited about this moment and sharing it with NAsCAR fans.  Well done @DaleJr and all the people at @JRMotorsports who had a hand over the last two years on this project.  ❤️🏁 — Kelley Earnhardt (@EarnhardtKelley) May 8, 2021  The Chequered Flag emoji 🏁 is also used more generally to refer to any kind of race. Big race tomorrow🏁✨🏃🏽 #regionals — eva (@eva_chimmy) October 29, 2015  I feel like I ran a marathon last night 🏃‍♂️🏁 — Emir (@EmirO_32) September 26, 2020  The Chequered Flag emoji 🏁 can also refer to strenuous or difficult tasks. FINISHED MY ENGINEERING PROGRAM TODAY 😊🏁 — walt (@waltmansa_) May 30, 2019 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f3c1.svg,https://www.dictionary.com/e/emoji/chequered-flag-emoji/
64,ufo-emoji,🛸, UFO emoji,"The UFO emoji 🛸 portrays a flying saucer, a common depiction of an alien spaceship. The term UFO stands for “unidentified flying object.” The UFO emoji 🛸 is often used to refer to outer space, spacecrafts, space aliens, or conspiracy theories. On July 2, the UFO emoji 🛸 is used with the hashtag #WorldUFODay to commemorate World UFO Day.","The UFO emoji 🛸 was approved under Unicode 10.0 in 2017 as Flying Saucer. On most major platforms, the emoji resembles an alien spacecraft in the shape of a gray disc topped with a glass-covered cockpit. The Apple and Microsoft versions of the emoji depict a space alien piloting the ship. The Google, Samsung, Twitter, and Facebook versions of the emoji have the bottom of the ship emitting a tractor beam. UFOs, also often referred to as flying saucers, are commonly depicted in popular culture as the spacecraft used by aliens from outer space. For this reason, the UFO emoji 🛸 is often used with the Alien emoji 👽 to discuss fictional space aliens or to question their existence in real life. More generally, the UFO emoji 🛸 is used with other outer space-themed emoji, such as the Rocket emoji 🚀 or the Ringed Planet emoji 🪐, to discuss outer space or astronomy. The term UFO dates back to the 1950s, when aviator Daniel Keyhoe used it in a book. In May 2021, the UFO emoji 🛸 saw increased usage on social media after it was revealed that the United States government was completing a report on “unidentified aerial phenomena.” While government officials avoided providing more details, some in the media and the public concluded that the government was investigating the existence of alien spacecraft. Now the government announcing that ufos 🛸 are real 🥴 — Juicy💋 (@_AmazedBOSS) May 19, 2021  The government saying 🛸 real now they must have one — 🦒 (@WavyOne__) May 24, 2021 ","The UFO emoji 🛸 is often used in both lighthearted and serious discussions of space aliens. I love all this alien n ufo talk lately. 👽 🛸 — Kendra Wilkinson (@KendraWilkinson) December 19, 2017  Obviously the aliens at Area 51 are to blame for these blown motors 🛸  no other explanation. — Kaz Grala (@KazGrala) September 14, 2019  The UFO emoji 🛸 is also used to refer to outer space in general. Yesterday, the moon🌚🌝 was enormous. I thought I was in outer space👽🚀🛸 — Mary Torres (@eyeluvmusic98) December 24, 2018  Heading to outer space who’s coming 🚀🛸 — Heather 🇯🇲BLM✊🏾🤎 (@hxvs01) June 2, 2020  The UFO emoji 🛸 can also refer to conspiracy theories. I always feel like the FBI is outside my house after watching conspiracy videos 👽 🛸 — cesarfresh⚡️ (@cesarfresh5) April 27, 2020 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f6f8.svg,https://www.dictionary.com/e/emoji/ufo-emoji/
65,wine-emoji,🍷, Wine emoji,"The Wine emoji 🍷 displays a glass of wine. It is commonly used to represent actual and metaphorical wine, alcoholic drinks, romance, fine dining, fancy restaurants, and wealth. It is often used alongside other emoji that depict alcoholic beverages, such as the Cocktail Glass emoji 🍸 and the Beer Mug emoji 🍺. The emoji is also used on May 25, National Wine Day. Distinguish yourself among your wine-loving peers with these indispensable terms about wine that we’ve bottled up for you here.","The Wine emoji 🍷, also popularly called Wine Glass emoji, was approved under Unicode 6.0 in 2010 under the name Wine Glass. On most major platforms, the emoji depicts a wine glass filled with a red wine (there is no white option). Depending on the platform, the wine glass may be depicted realistically or be stylized. The Wine emoji 🍷 is commonly used to refer to actual wine and is used when speaking metaphorically about wine, as in the phrases “wine and dine” and “age like a fine wine.” Because wine is often stereotypically thought of as a drink for the wealthy or elite, the Wine emoji 🍷 is often used to refer to glamorous or luxurious things, such as fancy restaurants or expensive homes. In a related sense, the Wine emoji 🍷 is used to talk about romantic dinners or dates. This is a reference to candlelight dinners (where wine is usually served).","The Wine emoji 🍷is used to refer to actual and metaphorical mentions of wine. Too much wine last night. Way, way, way too much. 🍷🥴 — Christine (Bitsie) (@ReclaimingChris) January 1, 2019  Happy Mardi Gras beloveds 🎶🍷🎉 — Dr. Jessica Marie Johnson (@jmjafrx) February 16, 2021  The Wine emoji 🍷is also used to refer to luxurious things and a wealthy lifestyle. Lean cuisine and some hot cheetos… living that high life. 🍷🍛 — eriCUH (@eca9111) September 13, 2018  I want to dress up really fancy and go out to dinner. I want to do ritzy things! 🍸🍷🍴 — Marcie Dugan (@MarcieMariaB) October 31, 2013  More generally, the Wine emoji 🍷is used to refer to alcoholic drinks. I think we all need a drink after the year we just had….🍷 — Phil Schaus (@fiorellaschaus) December 29, 2020 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f377.svg,https://www.dictionary.com/e/emoji/wine-emoji/
66,gemini-emoji,♊, Gemini emoji,"The Gemini emoji ♊ depicts the sign of Gemini, a constellation and one of the twelve zodiac signs in astrology. It is commonly used to represent Gemini, people whose zodiac sign is Gemini, and astrology in general. According to astrology, people who were born between May 21 and June 20 have Gemini as their sign. For this reason, you are more likely to see the Gemini emoji ♊ used during this time as people celebrate their birthdays.  Gemini is also commonly known as The Twins (Gemini is the Latin word for twins) and the Gemini emoji ♊ usually depicts the symbol of Gemini, which is the Roman numeral II referring to two people (who are twins).","The Gemini emoji ♊ was approved under Unicode 1.1 in 1993. On most major platforms, the emoji resembles the symbol of Gemini (a glyph that resembles the Roman numeral II) colored white imposed on a geometric shape. On Apple, Samsung, WhatsApp, Twitter, and Facebook, the Gemini symbol is on a purple square with rounded corners. On Microsoft, the purple square has sharp corners and is surrounded by a black outline. On Google, the Gemini symbol is instead on an orange circle.  On Twitter, many people put the emoji representing their star sign next to their usernames in order to identify themselves. As is the case with all of the other zodiac signs, this is also true for the Gemini emoji ♊.   When the Gemini emoji ♊ is used, it is often accompanied by the word Gemini itself. This is likely done to help identify what the symbol means, as it may not be familiar even to fans of astrology. Gemini is commonly known as The Twins, and so the Gemini emoji ♊ is sometimes used with the Two Men Holding Hands emoji 👬 and Two Women Holding Hands emoji 👭 (which are used to represent twin siblings).   If you are a Gemini, you can check out the words that every Gemini should know so you can use the Gemini emoji ♊ to let everyone know how great it is to be a Gemini!","The Gemini emoji ♊ is used by people with an interest in astrology. It is especially likely to be used by people whose star sign is Gemini or people who are supposedly romantically compatible with them. June 5th ♊ https://t.co/v4HMU2iAxd — KJ Foster (@FkeishaF) May 17, 2021  what's your astrological sign? I'm a gemini ♊ — Generous_Grayson (@Generous_Gray) March 9, 2021  Is it weird to get a tattoo of your zodiac sign? Thinking about getting a Gemini ♊ tattoo — SleepWe (@SleepWeOfficial) September 10, 2020   ",https://s.w.org/images/core/emoji/13.0.1/svg/264a.svg,https://www.dictionary.com/e/emoji/gemini-emoji/
67,memo-emoji,📝, Memo emoji,"The Memo emoji 📝 shows a memo and a pencil. It is an incredibly versatile emoji that is commonly used to refer to memos, exams, written tests, quotes, notes, records, reminders, term papers, and many other written documents. The emoji is also used each year on May 21, National Memo Day, in case you didn’t get the memo.","The Memo emoji 📝 represents a memo, short for memorandum, “a short note designating something to be remembered” or “an informal business message” (remember those?). The emoji was approved under Unicode 6.0 in 2010. On most major platforms, the emoji depicts a piece of paper with writing on it and a yellow pencil. The pencil is slanted with the eraser pointing toward the right at an angle. The WhatsApp and Facebook versions of the emoji actually depict a memo, colored pink and purple, respectively. The Google, Samsung, Microsoft, and Twitter versions depict a piece of paper with illegible writing. The Apple version of the emoji features a piece of paper with quotes from Apple’s “Here’s to the Crazy Ones” advertising campaign.","The Memo emoji 📝 is a common emoji that can be used in many different situations. It can be used to reference any instance where a person would write something down. I really just want to go to sleep 😚💤 but I gotta finish this damn essay 📝 for english 😒 #FML — Dominque. (@BlazeChoppin1) May 10, 2013  I just submitted my application to student teach next year and I am SOOOO excited!!! 🍎📝 — Erin Dawson (@eedawson18) November 22, 2019  thinking of channeling all my emotions and turning them into poems instead📝 — chris🙇🏼‍♂️ and 735 others (@MyCh3micalSwift) April 24, 2021  I need to make a to do list for today 📝 — Achaa waqt 🇵🇸 (@roohafzaah) April 14, 2021  One of my kids is returning to in-person school tomorrow. I’ve never been so excited to go shopping for school supplies! 📓🖍📝 🤗 — Grace Meng (@Grace4NY) April 25, 2021 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f4dd.svg,https://www.dictionary.com/e/emoji/memo-emoji/
68,basketball-emoji,🏀, Basketball emoji,"The Basketball emoji 🏀 depicts an orange basketball. It is commonly used to represent the sport of basketball. It is used to reference basketball, basketball players, pop culture depictions of basketball, the National Basketball Association (NBA), and March Madness.","The Basketball emoji 🏀 was approved under Unicode 6.0 in 2010 as Basketball and Hoop. The Unicode version of the emoji depicts a basketball and a basketball hoop. (The Wastebasket emoji 🗑️ is sometimes used to represent the hoop.) On major platforms, however, the emoji only depicts a basketball. Depending on the platform, the basketball is a different shade of orange and may be depicted either stylistically or realistically. While the Basketball emoji 🏀 is used every day, it sees increased usage during the NBA season and during March Madness, a yearly men’s collegiate basketball tournament. Sometimes, the Basketball emoji 🏀 is used alongside such terms as slam dunk and layup in their metaphorical extensions outside the sport of basketball.","The Basketball emoji 🏀 is used to refer to basketball or things related to basketball such as specific games, players, or the March Madness tournament. In his return to the line up tonight from a knee strain, Trinity Senior David Johnson posted a “double double” with 19 points and 10 rebounds. ☘️🏀 — Trinity Athletics (@trinitysports) January 12, 2019  CONGRATULATIONS LAKERS 2020 NBA CHAMPIONS🏀. LEBRON JAMES 2020 NBA MVP🏀. Wohoooooo!!! — Victoria V. Webers (@svpwebers) October 12, 2020  My bracket is dead while my 11-year old’s is in the 99.8th percentile on ESPN. I am never going to live this down. 🏀 — The Hoarse Whisperer (@TheRealHoarse) March 31, 2019 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f3c0.svg,https://www.dictionary.com/e/emoji/basketball-emoji/
69,breast-feeding-emoji,🤱, Breast-feeding emoji,"The Breast-feeding emoji 🤱 depicts a woman breast-feeding a baby. It is commonly used to represent the act of breast-feeding, babies, motherhood, new and expecting mothers, and mothers in general. The Breast-feeding emoji 🤱 is commonly used on Mother’s Day, which is held annually on the second Sunday of May (May 9 in 2021) in the United States.","The Breast-feeding emoji 🤱 was approved under Unicode 10.0 in 2017. On most major platforms, the emoji depicts a woman breast-feeding a baby wrapped in a blanket while looking down and smiling. The woman’s hair color and hair style are different depending on the platform. The color of the woman’s clothing and the color of the baby’s blanket also change depending on the platform. The baby is entirely wrapped in the blanket in the Microsoft version, and their head is entirely hidden by a hat in the Apple, Google, Samsung, and WhatsApp versions of the emoji. On supported platforms, the emoji can be customized with various skin tones. If it is, the skin tone of the baby will match the skin tone of the woman if any part of the baby’s skin is visible. While the Breast-feeding emoji 🤱 is used to specifically refer to breast-feeding, it also has a wider usage in reference to parenthood, young babies, and mothers. In this general sense, it has a lot of overlap in usage with the Woman Feeding Baby emoji 👩‍🍼 and the Pregnant Woman emoji 🤰.","The Breast-feeding emoji 🤱 is often used to refer to breast-feeding. Nothing like watching Vampire Diaries at 5 in the morning while I feed my daughter. 🤱❤️ — Kj🌻 (@DunbarKaley) April 20, 2021  #WorldBreastfeedingWeek World breastfeeding week starts today How often do you feed your baby 🤱A baby needs exclusive breastfeeding up to 6months👩‍⚕️ — Sophia🖤 (@_Qsm_1) August 1, 2019  The Breast-feeding emoji 🤱 is also used generally to refer to babies, parenting, mothers, and Mother’s Day. Being a new mom certainly has its challenges… nothing is on my schedule anymore and sleep is also on someone else’s schedule, but I wouldn’t trade it for anything in the world 🤱 — Janece (@JaneceFrick) May 24, 2018  Crazy how I’ll be holding my baby girl in my hands in a matter of weeks 🤱💗 — 𝓑🤍 (@ox_brandy) August 19, 2020  Happy Mother’s day to all those past, present, and soon to be 🤱 — Shadow | Nemesis (@ShadowEagleX) May 12, 2019 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f931.svg,https://www.dictionary.com/e/emoji/breast-feeding-emoji/
70,bouquet-emoji,💐, Bouquet emoji,"The Bouquet emoji 💐 depicts a bouquet of flowers. It is commonly used to represent bouquets, gifts, flowers, love, romance, special occasions, and holidays. In particular, the Bouquet emoji 💐 is often used to celebrate Mother’s Day, which occurs on the second Sunday in May in the United States (May 9 in 2021).","The Bouquet emoji 💐 was approved under Unicode 6.0 in 2010. On most major platforms, the emoji resembles a bouquet of differently colored flowers. On most platforms, the flowers appear to be tulips. Depending on the platform, the emoji may depict a different number of flowers of different colors and may appear realistic or stylized. The Microsoft version of the emoji depicts a bouquet standing straight up, and the Facebook version is slanted toward the right. On all other platforms, the bouquet is slanted toward the left. The Facebook version lacks a band or rope tying the bouquet together, unlike the emoji for other major platforms.  The Bouquet emoji 💐 is an incredibly popular emoji that is used every day. It is commonly used to refer to flower bouquets, which are often delivered as gifts on special occasions or just to show a person how much they are loved. For this reason, the Bouquet emoji 💐 is often used metaphorically to refer to romance.  The Bouquet emoji 💐 sees a notable increase in usage on holidays where bouquets are especially common gifts, such as Mother’s Day, Valentine’s Day, Christmas, Easter, birthdays, and wedding anniversaries  ","The Bouquet emoji 💐 is used to refer to actual flower bouquets that someone gave or received as gifts.  My mom just surprised me at work with flowers “just because.” She’s an absolute queen. 💐 — Jos (@jwcxo) April 22, 2021    Randomly surprising my wife and daughter with some flowers 💐💕💐 — ℧ Angel_JR ℧ (@Angel_llamas18) April 22, 2021  The Bouquet emoji 💐 is also often used to celebrate holidays during which people often receive bouquets.  I’m ready for Mother’s Day I’m ready to show my appreciation 💐💕😘 — 52shadesof6lue_ (@RenHussle) April 19, 2021    Happy Valentine’s Day!!!! I LOVE YOU ALL SO MUCH!!!!!!! 💝💐❤️ — Bramty (@BramtyJuliette) February 15, 2021  The Bouquet emoji 💐 is commonly used to refer to romance in general. Any romantic gesture will never go unnoticed with me. 💖💐 — ☀️ ray ☀️ (@ray_chalex) December 15, 2013 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f490.svg,https://www.dictionary.com/e/emoji/bouquet-emoji/
71,newspaper-emoji,📰, Newspaper emoji,"The Newspaper emoji 📰 portrays a newspaper. It is commonly used to represent the news, breaking news stories, the media, and journalism. Its usage heavily overlaps with the Rolled-Up Newspaper emoji 🗞️.  The Newspaper emoji 📰 is also used to commemorate World Press Freedom Day, an annual holiday held by UNESCO on May 3 to remind the world’s governments to respect freedom of the press. ","The Newspaper emoji 📰 was approved under Unicode 6.0 in 2010. On most major platforms, the emoji depicts the front page of a folded newspaper with illegible text and blank photos. The Apple version of the emoji depicts a newspaper titled The Apple Times with a photo of the Volcano emoji 🌋.  The WhatsApp version depicts a newspaper called The Daily News with a photo of a map of the world. The Facebook version depicts a newspaper called The Daily Feed with a headline reading “El Capitan” accompanied by a photo of the El Capitan rock formation found in Yosemite National Park.  The Newspaper emoji 📰 is used to refer to the media and breaking news stories. At the same time, the Newspaper emoji 📰 is also frequently used to refer to fake news and misinformation that people may spread via social media. More generally, the Newspaper emoji 📰 is used when people are sharing or discussing good or bad news with their friends or followers. The usage of the Newspaper emoji 📰 largely overlaps with the Rolled-Up Newspaper emoji 🗞️, and the two are often used together. ","The Newspaper emoji 📰 is often used to refer to journalism or the news media, especially when a major news story breaks.  I LOVE THE MEDIA 🎥 🎤 📰 💻 — BD (@Betterduck) February 27, 2021  Fresno County electeds have COVID-19 and we know about it because dogged reporters have been on the story. Thank your local journalists. 🔎📺📰 — Cres (@cres_guez) November 10, 2020  Just a friendly reminder to read news sources from all sides in this time of misinformation and panic 📖📰 — Ash (@CastaDivaaaa) March 24, 2020  The Newspaper emoji 📰 is also used when people are sharing news with friends.   Breaking news 📰 I’ve just learned of savoury oatmeal, and it’s glorious. — 𝙳𝚊𝚗𝚗𝚢 𝙷𝚊𝚕𝚊𝚛𝚎𝚠𝚒𝚌𝚑 (@halarewich) April 21, 2021  👋👋 – time for our Friday Night Chat. Let’s talk good news. What’s a piece of good news you’ve received this week? 📰 Tweet us and let us know. Love and celebrate each other. 💞 — GLAAD (@glaad) March 13, 2021 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f4f0.svg,https://www.dictionary.com/e/emoji/newspaper-emoji/
72,horse-racing-emoji,🏇, Horse Racing emoji,"The Horse Racing emoji 🏇 depicts a jockey riding a racehorse. It is commonly used to refer to horse racing, races, or fast speed . It is often used alongside the Horse 🐎 and the Horse Face 🐴 emoji. The Horse Racing emoji 🏇 is used more frequently leading up to and during prominent horse races, such as the Kentucky Derby held annually on the first Saturday in May (May 1 in 2021).","The Horse Racing emoji 🏇 was approved under Unicode 6.0 in 2010. On most major platforms, the emoji resembles a jockey riding a brown racehorse while facing to the left. Depending on the platform, the emoji ranges from appearing realistic to stylized. The colors of the horse, the jockey’s clothing, and the horse’s racing equipment vary by platform. The horse lacks a saddle in the Google, Samsung, Microsoft, and Facebook versions of the emoji. On Apple, Twitter, and Facebook, the horse is wearing a racing mask. Comparatively speaking, the Horse Racing emoji 🏇 has a much narrower usage than the similar Horse 🐎 and Horse Face 🐴 emoji. It is usually used to specifically refer to horse racing and racetracks rather than horses in general. However, the Horse Racing emoji 🏇 is often used more generally to refer to races and fast speeds.","The Horse Racing emoji 🏇 is most often used to refer to horse racing. Off to the races tomorrow will be rolling in the money with my winnings … £1 each/way on all races 🏇🏇 not much of a gambler just a great day out. — Maninavan (@Maninavan2) April 19, 2019  Some unbelievable racing today! So good to watch🏇 #Cheltenham — Calum Williams (@williams_calum) March 17, 2021  Haven’t got caught up in the #CheltenhamFestival buzz this year like other years but that was absolutely class to watch Honeysuckle and Rachel Blackmore in full flight! 🏇 — Tommy Rooney (@TomasORuanaidh) March 16, 2021 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f3c7.svg,https://www.dictionary.com/e/emoji/horse-racing-emoji/
73,horse-emoji,🐎, Horse emoji,"The Horse emoji 🐎 depicts a horse. It is commonly used to refer to actual horses, horse racing, or to figurative uses of the word horse. It is often used alongside the Horse Face emoji 🐴 and the Horse Racing emoji 🏇. The Horse emoji 🐎 is also used leading up to and during prominent horse races, such as the Kentucky Derby held annually on the first Saturday in May (May 1 in 2021).","The Horse emoji 🐎 was approved under Unicode 6.0 in 2010. On most major platforms, the emoji resembles a tan or chestnut-colored horse galloping to the left. The Apple version of the emoji has a green blanket on the horse’s back, and the Facebook version of the emoji has a brown saddle with a blue blanket. Horses are common and popular animals, so the Horse emoji 🐎 is used frequently every day on social media. Besides referring to actual horses, the emoji is used in horse-based wordplay such as the phrases to horse around and horseplay. The emoji is also used to refer to rocking horses, hobby horses, and merry-go-rounds (which often feature plastic horses).","The Horse emoji 🐎 is commonly used to refer to real, fictional, and figurative horses. Horse riding today was so much fun! I really miss riding. 🐎 — سعيد بن حامد آل حامد (@saeedalhamed_) March 19, 2021  I think I have a mild obsession with Fluttershy from mlp like I don't even like the show that much except for their Equestrian Girls series but she's just so adorable and I want every key chain plushie 🐎💖 — sadistic witch🌸 (@zhiyingflora) July 23, 2018  They bet on the wrong horse.🐎 — MC HAMMER (@MCHammer) January 30, 2019  The Horse emoji 🐎 is often used to refer to horse racing and gambling. For the 144th consecutive year the winner of the Kentucky Derby 🐎 has refused to talk to the media. #MrEdfor2019 — Kevin Trainor (@KTHogs) May 5, 2018  I have no idea what I’ve just bet but I hope I win 🐎😂🤞💸 — kirsten (@KirstenHopkins_) March 19, 2021 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f40e.svg,https://www.dictionary.com/e/emoji/horse-emoji/
74,horse-face-emoji,🐴, Horse Face emoji,"The Horse Face emoji 🐴  depicts the head of a horse. It is commonly used to refer to actual horses, horse racing, or to figurative uses of the word horse. It is often used alongside the Horse 🐎 and the Horse Racing 🏇 emoji. The Horse Face emoji 🐴  is used leading up to and during prominent horse races, such as the Kentucky Derby held annually on the first Saturday in May (May 1 in 2021).","The Horse Face emoji 🐴  was approved under Unicode 6.0 in 2010. On most major platforms, the emoji resembles a stylized brown horse head facing toward the left. The WhatsApp version faces toward the right. The exact colors of the horse’s hair, mane, and muzzle vary by platform. Platforms use a similar horse face in their designs for the Unicorn Face emoji 🦄.. Horses are common and popular animals, so the Horse Face emoji 🐴  is used frequently every day on social media. Besides referring to actual horses, the emoji is used in horse-based wordplay such as the phrases to horse around and horseplay. The emoji is also used to refer to rocking horses, hobby horses, and merry-go-rounds (which often feature plastic horses). The Horse Face emoji 🐴  is also occasionally used to refer to the derogatory term horse face used to describe a person with an elongated face.","The Horse Face emoji 🐴  is commonly used to refer to real, fictional, and figurative horses. I can't wait to bring my girls horseback riding tomorrow ☀️🐴 — çärə 🌵 (@carefreexox) March 19, 2021  Unpopular Opinion: Favorite TV Show is Bojack Horseman🐴 — Cooper Gilham (@cooper_gilham) April 15, 2019  I can’t wait to cut a few inches off my hair. I feel like a horse 🐴 with this crazy mane 💇🏻‍♀️ — karen socorro (@fairy710) June 19, 2020  The Horse Face emoji 🐴 is often used to refer to horse racing and gambling. To all my Louisvillians… happy DERBY DAY! 🐎🐴 🌹 — Justin Thomas (@JustinThomas34) May 4, 2019  Life’s getting back to normal – just put my bet on the Grand National 🐴 — Paul Fury 💙 (@paulfury2702) April 4, 2020 ",https://s.w.org/images/core/emoji/13.0.1/svg/1f434.svg,https://www.dictionary.com/e/emoji/horse-face-emoji/
